Transcript stable ID	HGNC symbol
ENST00000537407	PSMD9
ENST00000540962	PSMD9
ENST00000261817	PSMD9
ENST00000538613	PSMD9
ENST00000542602	PSMD9
ENST00000543699	PSMD9
ENST00000535293	PSMD9
ENST00000544724	PSMD9
ENST00000544254	PSMD9
ENST00000361485	PSMD9
ENST00000475821	S1PR1
ENST00000305352	S1PR1
ENST00000561748	S1PR1
ENST00000649383	S1PR1
ENST00000475289	S1PR1
ENST00000648480	S1PR1
ENST00000366197	ZNF548
ENST00000596282	ZNF548
ENST00000597400	ZNF548
ENST00000598895	ZNF548
ENST00000336128	ZNF548
ENST00000602086	ZNF548
ENST00000600442	ZNF548
ENST00000597047	ZNF548
ENST00000594693	ZNF548
ENST00000594668	ZNF548
ENST00000600927	ZNF548
ENST00000597576	ZNF548
ENST00000507386	JAKMIP2
ENST00000265272	JAKMIP2
ENST00000333010	JAKMIP2
ENST00000504845	JAKMIP2
ENST00000507343	JAKMIP2
ENST00000616793	JAKMIP2
ENST00000472200	SLC35G2
ENST00000446465	SLC35G2
ENST00000393079	SLC35G2
ENST00000495380	NBPF6
ENST00000531446	NBPF6
ENST00000370040	NBPF6
ENST00000579889	NFE2L1
ENST00000584137	NFE2L1
ENST00000362042	NFE2L1
ENST00000585291	NFE2L1
ENST00000357480	NFE2L1
ENST00000585299	NFE2L1
ENST00000583060	NFE2L1
ENST00000361665	NFE2L1
ENST00000579481	NFE2L1
ENST00000582574	NFE2L1
ENST00000585062	NFE2L1
ENST00000581441	NFE2L1
ENST00000579537	NFE2L1
ENST00000583210	NFE2L1
ENST00000577411	NFE2L1
ENST00000584634	NFE2L1
ENST00000580050	NFE2L1
ENST00000582155	NFE2L1
ENST00000583378	NFE2L1
ENST00000536222	NFE2L1
ENST00000577431	NFE2L1
ENST00000580037	NFE2L1
ENST00000581319	NFE2L1
ENST00000482640	LXN
ENST00000264265	LXN
ENST00000523901	TG
ENST00000220616	TG
ENST00000520769	TG
ENST00000523756	TG
ENST00000518097	TG
ENST00000518505	TG
ENST00000519178	TG
ENST00000518058	TG
ENST00000519543	TG
ENST00000520197	TG
ENST00000520089	TG
ENST00000519294	TG
ENST00000524151	TG
ENST00000522523	TG
ENST00000522797	TG
ENST00000518108	TG
ENST00000522996	TG
ENST00000522809	TG
ENST00000521107	TG
ENST00000522691	TG
ENST00000565468	TMEM178B
ENST00000563442	TMEM178B
ENST00000610315	TMEM178B
ENST00000563732	PPP4C
ENST00000279387	PPP4C
ENST00000567040	PPP4C
ENST00000568810	PPP4C
ENST00000563597	PPP4C
ENST00000564966	PPP4C
ENST00000563200	PPP4C
ENST00000566749	PPP4C
ENST00000562664	PPP4C
ENST00000627746	PPP4C
ENST00000567828	PPP4C
ENST00000567642	PPP4C
ENST00000562222	PPP4C
ENST00000561610	PPP4C
ENST00000468383	FMC1
ENST00000481123	FMC1
ENST00000482181	FMC1
ENST00000488886	FMC1
ENST00000297534	FMC1
ENST00000598537	CD22
ENST00000601414	CD22
ENST00000595419	CD22
ENST00000599717	CD22
ENST00000600131	CD22
ENST00000598138	CD22
ENST00000599799	CD22
ENST00000595780	CD22
ENST00000602224	CD22
ENST00000597916	CD22
ENST00000596492	CD22
ENST00000600905	CD22
ENST00000593867	CD22
ENST00000601732	CD22
ENST00000598028	CD22
ENST00000600424	CD22
ENST00000599811	CD22
ENST00000598815	CD22
ENST00000601769	CD22
ENST00000536635	CD22
ENST00000085219	CD22
ENST00000594954	CD22
ENST00000601329	CD22
ENST00000597433	CD22
ENST00000600655	CD22
ENST00000544992	CD22
ENST00000419549	CD22
ENST00000594250	CD22
ENST00000594349	CD22
ENST00000613136	CD22
ENST00000594125	CD22
ENST00000602123	CD22
ENST00000593704	CD22
ENST00000341773	CD22
ENST00000445224	SCHIP1
ENST00000461058	SCHIP1
ENST00000495954	SCHIP1
ENST00000483730	SCHIP1
ENST00000472483	SCHIP1
ENST00000482804	SCHIP1
ENST00000482885	SCHIP1
ENST00000475932	SCHIP1
ENST00000370589	MCOLN3
ENST00000474447	MCOLN3
ENST00000341115	MCOLN3
ENST00000370587	MCOLN3
ENST00000490600	MCOLN3
ENST00000475312	MCOLN3
ENST00000644635	ZNF746
ENST00000340622	ZNF746
ENST00000471735	ZNF746
ENST00000461958	ZNF746
ENST00000458143	ZNF746
ENST00000560875	RNF31
ENST00000559308	RNF31
ENST00000558634	RNF31
ENST00000557878	RNF31
ENST00000559533	RNF31
ENST00000557991	RNF31
ENST00000559438	RNF31
ENST00000560071	RNF31
ENST00000559275	RNF31
ENST00000324103	RNF31
ENST00000559882	RNF31
ENST00000559260	RNF31
ENST00000560342	RNF31
ENST00000558907	RNF31
ENST00000560787	RNF31
ENST00000559583	RNF31
ENST00000491351	RNF31
ENST00000559071	RNF31
ENST00000560754	RNF31
ENST00000558452	RNF31
ENST00000559449	RNF31
ENST00000483895	RNF31
ENST00000559719	RNF31
ENST00000559491	RNF31
ENST00000560631	RNF31
ENST00000548498	SLC48A1
ENST00000552003	SLC48A1
ENST00000547002	SLC48A1
ENST00000549243	SLC48A1
ENST00000442892	SLC48A1
ENST00000442218	SLC48A1
ENST00000551301	SLC48A1
ENST00000461620	SLC48A1
ENST00000476104	SLC48A1
ENST00000483742	PYGM
ENST00000377432	PYGM
ENST00000164139	PYGM
ENST00000462303	PYGM
ENST00000460413	PYGM
ENST00000262570	CHCHD3
ENST00000448878	CHCHD3
ENST00000496427	CHCHD3
ENST00000423635	CHCHD3
ENST00000481152	CHCHD3
ENST00000457942	CHCHD3
ENST00000261712	PSMD11
ENST00000578213	PSMD11
ENST00000649012	PSMD11
ENST00000457654	PSMD11
ENST00000578397	PSMD11
ENST00000579451	PSMD11
ENST00000481992	PSMD11
ENST00000580904	PSMD11
ENST00000584340	PSMD11
ENST00000493026	PSMD11
ENST00000469475	PSMD11
ENST00000585265	PSMD11
ENST00000353487	SPPL3
ENST00000392495	SPPL3
ENST00000545209	SPPL3
ENST00000536996	SPPL3
ENST00000543608	SPPL3
ENST00000543854	SPPL3
ENST00000543181	SPPL3
ENST00000534966	SPPL3
ENST00000540091	SPPL3
ENST00000356698	RSPO3
ENST00000368317	RSPO3
ENST00000485757	RSPO3
ENST00000340806	LRRIQ4
ENST00000421757	FNDC3B
ENST00000415807	FNDC3B
ENST00000469491	FNDC3B
ENST00000336824	FNDC3B
ENST00000423424	FNDC3B
ENST00000416957	FNDC3B
ENST00000478016	FNDC3B
ENST00000443501	FNDC3B
ENST00000476794	FNDC3B
ENST00000483344	FNDC3B
ENST00000494000	FNDC3B
ENST00000490832	FNDC3B
ENST00000369838	SH3BGRL2
ENST00000251691	ARFGEF3
ENST00000533147	ELAPOR1
ENST00000531664	ELAPOR1
ENST00000534476	ELAPOR1
ENST00000526264	ELAPOR1
ENST00000369939	ELAPOR1
ENST00000457623	ELAPOR1
ENST00000529753	ELAPOR1
ENST00000527996	ELAPOR1
ENST00000490758	ELAPOR1
ENST00000533374	ELAPOR1
ENST00000369938	ELAPOR1
ENST00000369936	ELAPOR1
ENST00000464345	ELAPOR1
ENST00000527501	ELAPOR1
ENST00000477428	NRF1
ENST00000454688	NRF1
ENST00000223190	NRF1
ENST00000311967	NRF1
ENST00000393230	NRF1
ENST00000393232	NRF1
ENST00000353868	NRF1
ENST00000294066	MAP4K2
ENST00000435926	MAP4K2
ENST00000424945	MAP4K2
ENST00000470088	MAP4K2
ENST00000377350	MAP4K2
ENST00000433890	MAP4K2
ENST00000489952	MAP4K2
ENST00000467689	MAP4K2
ENST00000439069	MAP4K2
ENST00000493428	MAP4K2
ENST00000482314	MAP4K2
ENST00000468062	MAP4K2
ENST00000444560	MAP4K2
ENST00000250559	RAP1B
ENST00000460800	RAP1B
ENST00000393436	RAP1B
ENST00000501412	RAP1B
ENST00000425247	RAP1B
ENST00000489473	RAP1B
ENST00000422358	RAP1B
ENST00000541167	RAP1B
ENST00000538283	RAP1B
ENST00000341355	RAP1B
ENST00000537460	RAP1B
ENST00000463493	RAP1B
ENST00000450214	RAP1B
ENST00000545270	RAP1B
ENST00000538980	RAP1B
ENST00000542018	RAP1B
ENST00000543393	RAP1B
ENST00000534899	RAP1B
ENST00000453560	RAP1B
ENST00000378985	RAP1B
ENST00000540209	RAP1B
ENST00000540781	RAP1B
ENST00000535492	RAP1B
ENST00000539091	RAP1B
ENST00000542145	RAP1B
ENST00000485252	RAP1B
ENST00000541386	RAP1B
ENST00000538877	RAP1B
ENST00000543697	RAP1B
ENST00000545720	RAP1B
ENST00000541216	RAP1B
ENST00000544639	RAP1B
ENST00000541968	RAP1B
ENST00000570099	YPEL3
ENST00000565479	YPEL3
ENST00000398841	YPEL3
ENST00000566134	YPEL3
ENST00000398838	YPEL3
ENST00000563788	YPEL3
ENST00000566595	YPEL3
ENST00000565110	YPEL3
ENST00000568674	YPEL3
ENST00000568681	YPEL3
ENST00000562641	YPEL3
ENST00000566401	YPEL3
ENST00000258955	RSAD1
ENST00000443328	RSAD1
ENST00000515221	RSAD1
ENST00000504284	RSAD1
ENST00000510554	RSAD1
ENST00000506211	RSAD1
ENST00000509398	RSAD1
ENST00000513650	RSAD1
ENST00000002165	FUCA2
ENST00000451668	FUCA2
ENST00000367585	FUCA2
ENST00000515007	LHFPL2
ENST00000502722	LHFPL2
ENST00000503686	LHFPL2
ENST00000512759	LHFPL2
ENST00000510949	LHFPL2
ENST00000515349	LHFPL2
ENST00000514587	LHFPL2
ENST00000380345	LHFPL2
ENST00000296414	DAPP1
ENST00000512369	DAPP1
ENST00000507994	DAPP1
ENST00000514301	DAPP1
ENST00000484302	HOXB6
ENST00000225648	HOXB6
ENST00000470193	HOXB6
ENST00000490419	HOXB6
ENST00000176763	STK10
ENST00000517360	STK10
ENST00000520476	STK10
ENST00000523615	STK10
ENST00000519269	STK10
ENST00000523603	STK10
ENST00000522879	STK10
ENST00000517775	STK10
ENST00000517524	STK10
ENST00000517527	STK10
ENST00000522936	STK10
ENST00000519710	STK10
ENST00000521322	STK10
ENST00000518267	STK10
ENST00000519441	STK10
ENST00000517381	STK10
ENST00000565704	GDPD3
ENST00000360688	GDPD3
ENST00000406256	GDPD3
ENST00000566434	GDPD3
ENST00000566613	GDPD3
ENST00000579323	SSTR2
ENST00000357585	SSTR2
ENST00000305105	ZNHIT1
ENST00000461205	ZNHIT1
ENST00000492315	ZNHIT1
ENST00000485387	ZNHIT1
ENST00000281154	SLC25A31
ENST00000355773	SLC17A5
ENST00000481996	SLC17A5
ENST00000263025	MAPK3
ENST00000466521	MAPK3
ENST00000484663	MAPK3
ENST00000322266	MAPK3
ENST00000490298	MAPK3
ENST00000485579	MAPK3
ENST00000461737	MAPK3
ENST00000494643	MAPK3
ENST00000473431	MAPK3
ENST00000395200	MAPK3
ENST00000395202	MAPK3
ENST00000478356	MAPK3
ENST00000395199	MAPK3
ENST00000483869	MAPK3
ENST00000481230	MAPK3
ENST00000305363	TMPRSS11E
ENST00000510647	TMPRSS11E
ENST00000396864	IRF9
ENST00000557894	IRF9
ENST00000561342	IRF9
ENST00000561009	IRF9
ENST00000560365	IRF9
ENST00000561415	IRF9
ENST00000559284	IRF9
ENST00000560275	IRF9
ENST00000561412	IRF9
ENST00000560852	IRF9
ENST00000324076	IRF9
ENST00000559863	IRF9
ENST00000559229	IRF9
ENST00000560542	IRF9
ENST00000560311	IRF9
ENST00000275300	SLC22A3
ENST00000529415	LRRC24
ENST00000533758	LRRC24
ENST00000264382	SI
ENST00000476593	SI
ENST00000463607	SI
ENST00000434551	TAAR9
ENST00000610704	ZNF282
ENST00000479907	ZNF282
ENST00000462740	ZNF282
ENST00000470381	ZNF282
ENST00000274605	N4BP3
ENST00000392587	WASF1
ENST00000392586	WASF1
ENST00000444391	WASF1
ENST00000265601	WASF1
ENST00000368938	WASF1
ENST00000447287	WASF1
ENST00000419252	WASF1
ENST00000392589	WASF1
ENST00000359451	WASF1
ENST00000392588	WASF1
ENST00000239174	HOXB1
ENST00000577092	HOXB1
ENST00000522566	FZD6
ENST00000522484	FZD6
ENST00000523933	FZD6
ENST00000523739	FZD6
ENST00000519011	FZD6
ENST00000521195	FZD6
ENST00000358755	FZD6
ENST00000254908	PCBD2
ENST00000512783	PCBD2
ENST00000504352	PCBD2
ENST00000510013	PCBD2
ENST00000587935	PTRH2
ENST00000393038	PTRH2
ENST00000409433	PTRH2
ENST00000470557	PTRH2
ENST00000579915	PTRH2
ENST00000618019	PCDH10
ENST00000264360	PCDH10
ENST00000511112	PCDH10
ENST00000495786	LILRA2
ENST00000439534	LILRA2
ENST00000251377	LILRA2
ENST00000251376	LILRA2
ENST00000391737	LILRA2
ENST00000472992	LILRA2
ENST00000391738	LILRA2
ENST00000629481	LILRA2
ENST00000275884	DENND2A
ENST00000461883	DENND2A
ENST00000496613	DENND2A
ENST00000469373	DENND2A
ENST00000492720	DENND2A
ENST00000475837	DENND2A
ENST00000491728	DENND2A
ENST00000489552	DENND2A
ENST00000477488	DENND2A
ENST00000537639	DENND2A
ENST00000304385	TMEM154
ENST00000510252	TMEM154
ENST00000504064	TMEM154
ENST00000613578	TMEM154
ENST00000260408	ADAM10
ENST00000402627	ADAM10
ENST00000561288	ADAM10
ENST00000482945	ADAM10
ENST00000396136	ADAM10
ENST00000470269	ADAM10
ENST00000462061	ADAM10
ENST00000481164	ADAM10
ENST00000475898	ADAM10
ENST00000559053	ADAM10
ENST00000558733	ADAM10
ENST00000439637	ADAM10
ENST00000497846	ADAM10
ENST00000558004	ADAM10
ENST00000560608	ADAM10
ENST00000561149	ADAM10
ENST00000461408	ADAM10
ENST00000520537	ENDOV
ENST00000520484	ENDOV
ENST00000522577	ENDOV
ENST00000518137	ENDOV
ENST00000520367	ENDOV
ENST00000523999	ENDOV
ENST00000519117	ENDOV
ENST00000323854	ENDOV
ENST00000521330	ENDOV
ENST00000522751	ENDOV
ENST00000520136	ENDOV
ENST00000520284	ENDOV
ENST00000517795	ENDOV
ENST00000523228	ENDOV
ENST00000523828	ENDOV
ENST00000522200	ENDOV
ENST00000520118	ENDOV
ENST00000521565	ENDOV
ENST00000518907	ENDOV
ENST00000521847	ENDOV
ENST00000521830	ENDOV
ENST00000518644	ENDOV
ENST00000518901	ENDOV
ENST00000523165	ENDOV
ENST00000517295	ENDOV
ENST00000520910	ENDOV
ENST00000520565	ENDOV
ENST00000521634	ENDOV
ENST00000572886	ENDOV
ENST00000519331	ENDOV
ENST00000280285	MTMR12
ENST00000382142	MTMR12
ENST00000264934	MTMR12
ENST00000510216	MTMR12
ENST00000504049	MTMR12
ENST00000505419	MTMR12
ENST00000513622	MTMR12
ENST00000356291	TMPRSS11F
ENST00000297354	SBSPON
ENST00000519697	SBSPON
ENST00000620473	REC8
ENST00000557806	REC8
ENST00000611366	REC8
ENST00000619469	REC8
ENST00000560032	REC8
ENST00000560501	REC8
ENST00000619284	REC8
ENST00000619111	REC8
ENST00000560823	REC8
ENST00000559797	REC8
ENST00000558191	REC8
ENST00000559939	REC8
ENST00000558381	REC8
ENST00000519977	TOP1MT
ENST00000329245	TOP1MT
ENST00000517857	TOP1MT
ENST00000521193	TOP1MT
ENST00000519148	TOP1MT
ENST00000523676	TOP1MT
ENST00000518951	TOP1MT
ENST00000519139	TOP1MT
ENST00000522041	TOP1MT
ENST00000519591	TOP1MT
ENST00000522121	TOP1MT
ENST00000523417	TOP1MT
ENST00000518007	TOP1MT
ENST00000518760	TOP1MT
ENST00000520950	TOP1MT
ENST00000522043	TOP1MT
ENST00000524092	TOP1MT
ENST00000505857	TOP1MT
ENST00000521024	TOP1MT
ENST00000597510	CT45A3
ENST00000598716	CT45A3
ENST00000487941	CT45A5
ENST00000617203	CT45A5
ENST00000620654	CT45A6
ENST00000612878	CT45A6
ENST00000546444	ARHGAP29
ENST00000552844	ARHGAP29
ENST00000260526	ARHGAP29
ENST00000482481	ARHGAP29
ENST00000370217	ARHGAP29
ENST00000320631	EHD1
ENST00000621096	EHD1
ENST00000484846	EHD1
ENST00000359393	EHD1
ENST00000488711	EHD1
ENST00000421510	EHD1
ENST00000498472	EHD1
ENST00000433803	EHD1
ENST00000466015	EHD1
ENST00000455148	EHD1
ENST00000457202	EHD1
ENST00000411683	EHD1
ENST00000489379	EHD1
ENST00000394249	PRC1
ENST00000556972	PRC1
ENST00000361188	PRC1
ENST00000555455	PRC1
ENST00000560423	PRC1
ENST00000442656	PRC1
ENST00000559828	PRC1
ENST00000559326	PRC1
ENST00000560914	PRC1
ENST00000556982	PRC1
ENST00000553494	PRC1
ENST00000557763	PRC1
ENST00000417173	PRC1
ENST00000560605	PRC1
ENST00000557905	PRC1
ENST00000555791	PRC1
ENST00000555745	PRC1
ENST00000559811	PRC1
ENST00000556129	PRC1
ENST00000381782	NSUN7
ENST00000316607	NSUN7
ENST00000473399	NSUN7
ENST00000463952	NSUN7
ENST00000469033	NSUN7
ENST00000423784	NSUN7
ENST00000478857	NSUN7
ENST00000605791	CT45A2
ENST00000612907	CT45A2
ENST00000585806	TNNI3
ENST00000344887	TNNI3
ENST00000589864	TNNI3
ENST00000588882	TNNI3
ENST00000665070	TNNI3
ENST00000586669	TNNI3
ENST00000587176	TNNI3
ENST00000590463	TNNI3
ENST00000586858	TNNI3
ENST00000586446	TNNI3
ENST00000610598	CT45A7
ENST00000620885	CT45A7
ENST00000322940	ABITRAM
ENST00000466200	ABITRAM
ENST00000374624	ABITRAM
ENST00000445175	ABITRAM
ENST00000439616	OGDH
ENST00000443864	OGDH
ENST00000447398	OGDH
ENST00000449767	OGDH
ENST00000419661	OGDH
ENST00000444676	OGDH
ENST00000222673	OGDH
ENST00000459672	OGDH
ENST00000497326	OGDH
ENST00000631326	OGDH
ENST00000611660	CT45A8
ENST00000611438	CT45A8
ENST00000374595	CTNNAL1
ENST00000325551	CTNNAL1
ENST00000374594	CTNNAL1
ENST00000488130	CTNNAL1
ENST00000374593	CTNNAL1
ENST00000354464	IPO4
ENST00000561090	IPO4
ENST00000561462	IPO4
ENST00000560798	IPO4
ENST00000558780	IPO4
ENST00000558046	IPO4
ENST00000559588	IPO4
ENST00000560155	IPO4
ENST00000558233	IPO4
ENST00000561199	IPO4
ENST00000561379	IPO4
ENST00000560935	IPO4
ENST00000559253	IPO4
ENST00000559635	IPO4
ENST00000558718	IPO4
ENST00000558193	IPO4
ENST00000625289	IPO4
ENST00000560315	IPO4
ENST00000561034	IPO4
ENST00000557996	IPO4
ENST00000560222	IPO4
ENST00000477822	FBXO5
ENST00000229758	FBXO5
ENST00000367241	FBXO5
ENST00000620704	CT45A9
ENST00000604569	CT45A9
ENST00000305963	MMGT1
ENST00000681201	MMGT1
ENST00000679621	MMGT1
ENST00000680510	MMGT1
ENST00000481195	PPP2CA
ENST00000472253	PPP2CA
ENST00000495833	PPP2CA
ENST00000522385	PPP2CA
ENST00000523082	PPP2CA
ENST00000231504	PPP2CA
ENST00000253329	PPIL4
ENST00000340881	PPIL4
ENST00000429670	GYPB
ENST00000506679	GYPB
ENST00000502664	GYPB
ENST00000507009	GYPB
ENST00000513128	GYPB
ENST00000505583	GYPB
ENST00000506516	GYPB
ENST00000513557	GYPB
ENST00000513677	GYPB
ENST00000511198	GYPB
ENST00000504951	GYPB
ENST00000510196	GYPB
ENST00000503255	GYPB
ENST00000508618	GYPB
ENST00000508841	GYPB
ENST00000642935	GYPB
ENST00000638448	GYPB
ENST00000370540	CXorf66
ENST00000371993	DCX
ENST00000680476	DCX
ENST00000358070	DCX
ENST00000636035	DCX
ENST00000635795	DCX
ENST00000637570	DCX
ENST00000356220	DCX
ENST00000488120	DCX
ENST00000637453	DCX
ENST00000496551	DCX
ENST00000636381	DCX
ENST00000468911	DCX
ENST00000418259	ATG2A
ENST00000377264	ATG2A
ENST00000421419	ATG2A
ENST00000472525	ATG2A
ENST00000461701	ATG2A
ENST00000461955	ATG2A
ENST00000592367	ERMARD
ENST00000590711	ERMARD
ENST00000366772	ERMARD
ENST00000592745	ERMARD
ENST00000592315	ERMARD
ENST00000392095	ERMARD
ENST00000366773	ERMARD
ENST00000592580	ERMARD
ENST00000586341	ERMARD
ENST00000418781	ERMARD
ENST00000588437	ERMARD
ENST00000588451	ERMARD
ENST00000590017	ERMARD
ENST00000366771	ERMARD
ENST00000492738	ERMARD
ENST00000477995	ERMARD
ENST00000619315	LCN9
ENST00000277526	LCN9
ENST00000430290	LCN9
ENST00000554343	LCN9
ENST00000295830	RPL22L1
ENST00000478578	RPL22L1
ENST00000475836	RPL22L1
ENST00000466674	RPL22L1
ENST00000494771	RPL22L1
ENST00000463836	RPL22L1
ENST00000601154	CCDC9
ENST00000221922	CCDC9
ENST00000643617	CCDC9
ENST00000599398	CCDC9
ENST00000595659	CCDC9
ENST00000596938	CCDC9
ENST00000600117	CCDC9
ENST00000467100	FUBP3
ENST00000319725	FUBP3
ENST00000650723	FUBP3
ENST00000465949	FUBP3
ENST00000487406	FUBP3
ENST00000472006	FUBP3
ENST00000492199	FUBP3
ENST00000274400	GTF2H2
ENST00000520085	GTF2H2
ENST00000519783	GTF2H2
ENST00000330280	GTF2H2
ENST00000518898	GTF2H2
ENST00000517900	GTF2H2
ENST00000521942	GTF2H2
ENST00000522654	GTF2H2
ENST00000523003	GTF2H2
ENST00000521858	GTF2H2
ENST00000523693	GTF2H2
ENST00000508592	GTF2H2
ENST00000521602	GTF2H2
ENST00000518275	GTF2H2
ENST00000651894	BOLA2B
ENST00000569282	BOLA2B
ENST00000567436	BOLA2B
ENST00000565525	BOLA2B
ENST00000305321	BOLA2B
ENST00000417024	TMEM104
ENST00000335464	TMEM104
ENST00000578764	TMEM104
ENST00000582773	TMEM104
ENST00000584246	TMEM104
ENST00000582330	TMEM104
ENST00000584171	TMEM104
ENST00000351008	SPATA16
ENST00000652082	SPATA16
ENST00000496248	MEIS1
ENST00000560281	MEIS1
ENST00000491706	MEIS1
ENST00000272369	MEIS1
ENST00000488550	MEIS1
ENST00000490726	MEIS1
ENST00000398506	MEIS1
ENST00000495021	MEIS1
ENST00000409622	MEIS1
ENST00000437869	MEIS1
ENST00000466811	MEIS1
ENST00000498705	MEIS1
ENST00000606455	MEIS1
ENST00000475239	MEIS1
ENST00000409517	MEIS1
ENST00000542964	MEIS1
ENST00000450027	MEIS1
ENST00000370225	ABCA4
ENST00000465352	ABCA4
ENST00000484388	ABCA4
ENST00000470771	ABCA4
ENST00000460514	ABCA4
ENST00000649773	ABCA4
ENST00000472033	ABCA4
ENST00000536513	ABCA4
ENST00000491115	EXOSC2
ENST00000546165	EXOSC2
ENST00000430138	EXOSC2
ENST00000490641	EXOSC2
ENST00000372352	EXOSC2
ENST00000372358	EXOSC2
ENST00000372351	EXOSC2
ENST00000372350	EXOSC2
ENST00000463488	EXOSC2
ENST00000495699	EXOSC2
ENST00000467138	EXOSC2
ENST00000587566	MARK4
ENST00000262891	MARK4
ENST00000300843	MARK4
ENST00000592762	MARK4
ENST00000590909	MARK4
ENST00000588533	MARK4
ENST00000588621	MARK4
ENST00000592207	MARK4
ENST00000590897	MARK4
ENST00000620044	MARK4
ENST00000622871	MARK4
ENST00000515673	RNF150
ENST00000306799	RNF150
ENST00000420921	RNF150
ENST00000506101	RNF150
ENST00000507500	RNF150
ENST00000515057	RNF150
ENST00000413292	PPP2R5B
ENST00000526559	PPP2R5B
ENST00000164133	PPP2R5B
ENST00000532850	PPP2R5B
ENST00000528530	PPP2R5B
ENST00000517503	LY6E
ENST00000292494	LY6E
ENST00000429120	LY6E
ENST00000521699	LY6E
ENST00000520531	LY6E
ENST00000520466	LY6E
ENST00000521003	LY6E
ENST00000522528	LY6E
ENST00000522971	LY6E
ENST00000519611	LY6E
ENST00000521182	LY6E
ENST00000519546	LY6E
ENST00000523847	LY6E
ENST00000522024	LY6E
ENST00000519615	LY6E
ENST00000226067	HLF
ENST00000430986	HLF
ENST00000573945	HLF
ENST00000575345	HLF
ENST00000570962	HLF
ENST00000572002	HLF
ENST00000573020	HLF
ENST00000572234	HLF
ENST00000573422	HLF
ENST00000575868	HLF
ENST00000575307	HLF
ENST00000520915	NPIPB13
ENST00000543463	NPIPB13
ENST00000562937	NPIPB13
ENST00000618637	NPIPB13
ENST00000568053	NPIPB13
ENST00000564502	NPIPB13
ENST00000564219	NPIPB13
ENST00000355897	GPR160
ENST00000492492	GPR160
ENST00000482813	GPR160
ENST00000491740	GPR160
ENST00000478364	GPR160
ENST00000485735	GPR160
ENST00000476668	GPR160
ENST00000482710	GPR160
ENST00000492924	GPR160
ENST00000473675	GPR160
ENST00000492099	SH3GL3
ENST00000427482	SH3GL3
ENST00000563901	SH3GL3
ENST00000324537	SH3GL3
ENST00000564054	SH3GL3
ENST00000467735	SH3GL3
ENST00000279168	GPHA2
ENST00000533257	GPHA2
ENST00000532246	GPHA2
ENST00000305596	CD2BP2
ENST00000569466	CD2BP2
ENST00000564525	CD2BP2
ENST00000532617	MAJIN
ENST00000530444	MAJIN
ENST00000301896	MAJIN
ENST00000530287	MAJIN
ENST00000530735	MAJIN
ENST00000432175	MAJIN
ENST00000395491	MAP2K3
ENST00000342679	MAP2K3
ENST00000534743	MAP2K3
ENST00000529517	MAP2K3
ENST00000483928	MAP2K3
ENST00000479129	MAP2K3
ENST00000583508	MAP2K3
ENST00000496046	MAP2K3
ENST00000526076	MAP2K3
ENST00000316920	MAP2K3
ENST00000477540	MAP2K3
ENST00000527123	MAP2K3
ENST00000613338	MAP2K3
ENST00000361818	MAP2K3
ENST00000627447	MAP2K3
ENST00000481646	ARMC8
ENST00000469044	ARMC8
ENST00000491704	ARMC8
ENST00000461600	ARMC8
ENST00000466749	ARMC8
ENST00000358441	ARMC8
ENST00000489213	ARMC8
ENST00000461822	ARMC8
ENST00000485396	ARMC8
ENST00000471453	ARMC8
ENST00000470821	ARMC8
ENST00000471709	ARMC8
ENST00000463485	ARMC8
ENST00000468560	ARMC8
ENST00000470842	ARMC8
ENST00000470549	ARMC8
ENST00000469860	ARMC8
ENST00000460495	ARMC8
ENST00000486832	ARMC8
ENST00000466762	ARMC8
ENST00000464181	ARMC8
ENST00000494015	ARMC8
ENST00000538260	ARMC8
ENST00000513000	INPP4B
ENST00000508116	INPP4B
ENST00000509777	INPP4B
ENST00000511838	INPP4B
ENST00000512630	INPP4B
ENST00000510812	INPP4B
ENST00000514525	INPP4B
ENST00000506297	INPP4B
ENST00000507462	INPP4B
ENST00000506217	INPP4B
ENST00000506788	INPP4B
ENST00000506517	INPP4B
ENST00000506000	INPP4B
ENST00000504632	INPP4B
ENST00000506243	INPP4B
ENST00000507861	INPP4B
ENST00000503927	INPP4B
ENST00000514964	INPP4B
ENST00000505483	INPP4B
ENST00000512489	INPP4B
ENST00000508084	INPP4B
ENST00000262992	INPP4B
ENST00000630044	INPP4B
ENST00000475650	TBC1D10B
ENST00000409939	TBC1D10B
ENST00000478158	TBC1D10B
ENST00000490703	TBC1D10B
ENST00000475872	TBC1D10B
ENST00000566671	TBC1D10B
ENST00000464644	TBC1D10B
ENST00000435842	BATF2
ENST00000301887	BATF2
ENST00000527454	BATF2
ENST00000527716	BATF2
ENST00000534177	BATF2
ENST00000601975	KLK13
ENST00000376799	KLK13
ENST00000156476	KLK13
ENST00000602090	KLK13
ENST00000441527	KLK13
ENST00000595793	KLK13
ENST00000595547	KLK13
ENST00000335422	KLK13
ENST00000596955	KLK13
ENST00000316715	GPM6B
ENST00000454189	GPM6B
ENST00000493677	GPM6B
ENST00000472735	GPM6B
ENST00000355135	GPM6B
ENST00000356942	GPM6B
ENST00000398361	GPM6B
ENST00000495211	GPM6B
ENST00000493085	GPM6B
ENST00000468080	GPM6B
ENST00000475307	GPM6B
ENST00000372348	ABL1
ENST00000393293	ABL1
ENST00000318560	ABL1
ENST00000246747	ARL2
ENST00000524585	ARL2
